,age,job,marital,default,balance
2133,40,Others,married,0,3399.0
2134,43,Others,married,0,79.0
2135,26,Others,married,0,243.0
2136,31,Others,single,0,138.0
2137,25,Others,single,0,1317.0
2138,40,Others,married,0,2714.0
2140,40,Others,married,0,846.0
2141,25,Others,single,0,326.0
2142,26,Others,single,0,100.0
2143,25,Others,single,0,304.0
2144,26,Others,single,0,39.0
2145,32,Others,single,0,312.0
2146,25,admin.,married,0,906.0
2147,21,admin.,single,0,524.0
2148,41,Others,single,0,1081.0
2149,30,admin.,single,0,983.0
2151,37,admin.,married,0,1967.0
2152,34,admin.,married,0,1406.0
2153,28,admin.,single,0,157.0
2154,24,admin.,single,0,0.0
2155,26,admin.,single,0,2509.0
2156,35,Others,married,0,1368.0
2158,44,Others,married,0,7818.0
2159,40,admin.,single,0,4118.0
2160,25,admin.,single,0,760.0
2161,25,Others,single,0,277.0
2162,50,Others,married,0,253.0
2163,40,admin.,married,0,602.0
2164,40,Others,married,0,473.0
2165,48,Others,married,0,1167.0
2166,25,Others,single,0,343.0
2167,49,Others,married,0,1808.0
2168,25,Others,single,0,1199.0
2170,45,Others,married,0,1723.0
2171,33,Others,married,0,1323.0
2172,45,admin.,married,0,2552.0
2173,26,Others,single,0,2613.0
2174,49,admin.,married,0,0.0
2175,25,Others,single,0,938.0
2176,40,Others,married,0,284.0
2177,43,Others,married,0,1059.0
2178,49,Others,married,0,1684.0
2179,40,Others,married,0,534.0
2180,47,Others,married,0,293.0
2181,34,Others,married,0,262.0
2184,23,Others,single,0,31.0
2185,48,Others,married,0,3842.0
2186,30,Others,single,0,3343.0
2187,38,Others,single,0,804.0
2188,34,Others,single,0,1011.0
2189,40,admin.,single,0,-528.0
2190,27,Others,single,0,1840.0
2191,40,Others,married,0,1451.0
2192,47,Others,married,0,2351.0
2193,26,Others,single,0,1623.0
2194,37,admin.,married,0,597.0
2195,34,Others,married,0,611.0
2196,26,admin.,single,0,313.0
2197,44,Others,married,0,1954.0
2198,29,Others,single,0,307.0
2199,40,Others,single,0,7968.0
2200,43,Others,married,0,2160.0
2202,38,admin.,married,0,1988.0
2204,50,Others,married,0,3370.0
2205,40,admin.,married,0,109.0
2206,42,Others,married,0,1376.0
2207,49,Others,married,0,523.0
2208,27,Others,single,0,15161.0
2209,32,admin.,married,0,653.0
2210,31,Others,single,0,64.0
2211,29,Others,single,0,1165.0
2212,49,Others,married,0,7019.0
2213,46,Others,married,0,1568.0
2214,40,Others,married,0,3109.0
2215,28,Others,single,0,4987.0
2216,37,Others,married,0,189.0
2217,38,Others,married,0,2467.0
2218,49,Others,married,0,5887.0
2219,35,Others,married,0,1354.0
2220,29,Others,married,0,23.0
2221,40,Others,married,0,0.0
2222,34,Others,married,0,978.0
2223,40,Others,married,0,294.0
2224,32,Others,married,0,409.0
2225,27,admin.,single,0,261.0
2226,40,Others,married,0,27624.0
2227,29,Others,single,0,3846.0
2228,42,Others,married,0,2913.0
2230,29,Others,married,0,5.0
2231,39,admin.,married,0,150.0
2232,31,Others,single,0,882.0
2234,25,Others,single,0,1189.0
2235,45,admin.,married,0,204.0
2236,29,Others,single,0,637.0
2238,26,Others,single,0,1231.0
2239,30,Others,single,0,3340.0
2241,39,Others,single,0,48.0
2242,26,Others,single,0,2786.0
2243,40,Others,married,0,5313.0
2244,39,Others,married,0,201.0
2245,25,Others,single,0,389.0
2246,43,Others,married,0,3917.0
2247,32,Others,married,0,889.0
2250,35,Others,married,0,52.0
2251,37,Others,married,0,108.0
2252,42,admin.,single,0,684.0
2253,27,Others,married,0,2071.0
2254,27,Others,single,0,339.0
2255,29,Others,single,0,572.0
2256,29,Others,single,0,1779.0
2257,26,Others,single,0,132.0
2258,39,admin.,single,0,22086.0
2259,41,Others,married,0,0.0
2260,29,Others,married,0,205.0
2261,33,Others,single,0,317.0
2262,32,Others,married,0,4945.0
2263,30,Others,married,0,419.0
2264,38,Others,single,0,1130.0
2265,40,admin.,married,0,1662.0
2266,25,admin.,single,0,1871.0
2268,35,Others,married,0,563.0
2269,31,Others,married,0,6.0
2270,25,Others,single,0,594.0
2271,31,Others,single,0,617.0
2272,27,Others,single,0,538.0
2273,34,admin.,single,0,303.0
2274,40,admin.,single,0,985.0
2275,27,admin.,married,0,897.0
2276,28,Others,single,0,171.0
2277,28,Others,single,0,1633.0
2279,40,Others,married,0,1980.0
2280,44,Others,married,0,1933.0
2281,40,Others,married,0,1841.0
2282,25,Others,single,0,42.0
2283,21,Others,single,0,794.0
2284,49,Others,married,0,905.0
2285,40,Others,married,0,8295.0
2286,40,Others,married,0,0.0
2287,28,Others,single,0,874.0
2288,37,Others,married,0,4321.0
2289,30,Others,single,0,0.0
2290,35,Others,single,0,745.0
2291,31,Others,single,0,924.0
2292,41,Others,single,0,216.0
2293,30,Others,single,0,1159.0
2294,28,Others,single,0,3290.0
2295,31,Others,single,0,582.0
2297,22,Others,single,0,682.0
2298,36,Others,married,0,92.0
2299,33,Others,single,0,66.0
2300,31,Others,single,0,252.0
2301,49,admin.,married,0,6574.0
2302,40,Others,married,0,2094.0
2303,34,Others,married,0,294.0
2304,35,Others,married,0,1177.0
2305,32,admin.,single,0,8866.0
2307,31,Others,single,0,5205.0
2308,25,Others,single,0,3630.0
2309,25,Others,single,0,12.0
2310,40,Others,married,0,544.0
2311,40,Others,single,0,10346.0
2312,50,Others,married,0,1612.0
2313,32,Others,single,0,718.0
2314,40,admin.,married,0,3547.0
2315,32,Others,married,0,914.0
2316,40,Others,married,0,1306.0
2317,40,Others,married,0,259.0
2318,40,Others,married,0,-1206.0
2319,47,Others,single,0,372.0
2320,43,Others,married,0,3518.0
2321,25,Others,single,0,505.0
2322,31,Others,single,0,1776.0
2323,27,Others,single,0,20585.0
2324,26,admin.,married,0,1595.0
2325,37,admin.,single,0,1000.0
2326,27,admin.,single,0,138.0
2327,49,Others,married,0,561.0
2328,26,Others,single,0,170.0
2329,28,Others,single,0,502.0
2330,33,Others,married,0,379.0
2331,31,Others,married,0,14533.0
2332,32,Others,married,0,689.0
2333,30,Others,single,0,2567.0
2334,34,Others,married,0,443.0
2335,40,Others,married,0,2074.0
2336,34,Others,married,0,2374.0
2337,26,Others,single,0,1347.0
2338,49,Others,single,0,7443.0
2339,40,Others,married,0,10583.0
2340,40,Others,married,0,425.0
2341,40,Others,married,0,997.0
2342,40,Others,married,0,5966.0
2343,37,admin.,married,0,2061.0
2344,40,Others,married,0,0.0
2345,40,Others,married,0,2887.0
2346,40,Others,married,0,1464.0
2347,37,Others,married,0,1315.0
2348,22,Others,single,0,466.0
2349,44,Others,married,0,2383.0
2350,37,Others,married,0,1649.0
2351,40,Others,married,0,132.0
2353,41,Others,married,0,203.0
2354,44,Others,married,0,88.0
2355,32,Others,single,0,2881.0
2356,40,Others,married,0,668.0
2357,33,Others,married,0,73.0
2358,45,Others,married,0,1309.0
2359,40,Others,married,0,2763.0
2360,42,Others,married,0,2959.0
2361,30,Others,single,0,930.0
2362,28,Others,single,0,12956.0
2365,31,Others,married,0,625.0
2366,45,admin.,married,0,5511.0
2367,40,Others,married,0,1137.0
2369,40,Others,married,0,1044.0
2370,27,Others,single,0,302.0
2371,30,Others,married,0,330.0
2372,26,Others,single,0,2857.0
2373,35,Others,single,0,68.0
2374,40,Others,married,0,1524.0
2375,40,admin.,married,0,1633.0
2376,41,Others,married,0,0.0
2377,24,Others,single,0,507.0
2378,28,Others,single,0,643.0
2379,40,Others,married,0,2785.0
2380,40,Others,married,0,137.0
2381,23,Others,single,0,870.0
2382,40,Others,married,0,8603.0
2383,40,Others,married,0,18016.0
2384,32,admin.,married,0,51.0
2385,31,Others,married,0,1032.0
2386,37,Others,married,0,981.0
2387,40,Others,single,0,431.0
2388,40,Others,married,0,203.0
2389,37,Others,married,0,3737.0
2390,38,Others,married,0,7005.0
2391,27,Others,single,0,111.0
2392,40,Others,married,0,565.0
2393,49,Others,married,0,889.0
2394,31,Others,single,0,202.0
2395,31,Others,single,0,307.0
2396,38,Others,married,0,0.0
2397,40,Others,married,0,429.0
2398,40,Others,married,0,4388.0
2399,40,Others,married,0,2557.0
2400,40,Others,married,0,3122.0
2401,46,Others,married,0,922.0
2402,28,Others,single,0,3796.0
2403,22,Others,single,0,185.0
2404,49,Others,single,0,151.0
2405,20,Others,single,0,829.0
2406,19,Others,single,0,103.0
2407,34,Others,single,0,79.0
2408,40,Others,married,0,1609.0
2409,27,Others,single,0,2489.0
2411,25,Others,single,0,58.0
2412,44,Others,single,0,323.0
2413,28,Others,single,0,5474.0
2414,25,Others,single,0,219.0
2415,28,Others,married,0,1240.0
2416,40,admin.,married,0,1228.0
2417,40,Others,married,0,1660.0
2419,33,Others,married,0,1699.0
2420,47,Others,married,0,1167.0
2421,40,Others,married,0,19317.0
2422,40,Others,single,0,1646.0
2423,46,Others,married,0,242.0
2424,29,Others,single,0,382.0
2426,30,Others,married,0,2666.0
2428,48,Others,married,0,1147.0
2429,21,Others,single,0,216.0
2430,45,admin.,married,0,153.0
2431,43,Others,married,0,1791.0
2432,47,Others,single,0,86.0
2433,27,Others,single,0,6791.0
2434,20,Others,married,0,292.0
2435,37,Others,single,0,1291.0
2436,40,Others,married,0,175.0
2437,40,Others,single,0,0.0
2438,40,Others,married,0,0.0
2440,40,Others,married,0,4717.0
2441,40,Others,married,0,701.0
2442,40,Others,married,0,3.0
2443,40,Others,married,0,405.0
2444,40,Others,married,0,168.0
2445,38,admin.,married,0,4297.0
2447,46,Others,married,0,4693.0
2448,40,Others,married,0,9064.0
2449,32,Others,single,0,6983.0
2450,40,Others,married,0,2.0
2451,41,admin.,married,0,1536.0
2452,40,Others,married,0,1612.0
2453,33,Others,married,0,1211.0
2454,37,admin.,married,0,96.0
2455,34,Others,married,0,0.0
2456,44,admin.,single,0,1534.0
2457,42,Others,single,0,3403.0
2458,40,Others,married,0,687.0
2459,34,Others,married,0,7050.0
2461,40,Others,married,0,2600.0
2462,23,Others,single,0,0.0
2463,40,Others,single,0,1034.0
2464,18,Others,single,0,108.0
2465,40,Others,married,0,10185.0
2467,32,Others,single,0,1815.0
2469,31,Others,married,0,10884.0
2470,42,Others,married,0,201.0
2471,42,Others,married,0,190.0
2472,42,Others,single,0,94.0
2474,40,Others,married,0,589.0
2475,40,Others,married,0,1853.0
2478,30,Others,single,0,533.0
2479,39,Others,single,0,3840.0
2480,42,Others,married,0,994.0
2481,26,admin.,single,0,96.0
2482,46,Others,married,0,1600.0
2483,40,admin.,single,0,100.0
2484,39,admin.,married,0,260.0
2485,40,Others,married,0,1013.0
2486,42,Others,married,0,413.0
2487,31,Others,single,0,181.0
2488,21,Others,single,0,123.0
2489,35,Others,single,0,353.0
2491,36,Others,single,0,3850.0
2492,40,Others,married,0,2970.0
2493,20,Others,single,0,6991.0
2494,40,admin.,single,0,2223.0
2495,41,Others,married,0,27696.0
2496,40,Others,married,0,116.0
2497,36,Others,married,0,2987.0
2498,18,Others,single,0,608.0
2499,34,Others,single,0,48.0
2500,40,Others,married,0,113.0
2501,33,Others,single,0,498.0
2502,43,Others,married,0,2643.0
2503,34,Others,married,0,1337.0
2504,35,Others,married,0,618.0
2505,43,Others,single,0,451.0
2506,40,Others,married,0,0.0
2508,38,Others,married,0,1165.0
2509,32,Others,single,0,2465.0
2510,29,admin.,single,0,41.0
2511,31,admin.,married,0,35.0
2512,50,Others,married,0,3169.0
2514,23,Others,single,0,431.0
2515,40,Others,married,0,616.0
2516,40,Others,married,0,3324.0
2517,28,Others,single,0,113.0
2518,34,Others,single,0,13014.0
2519,40,Others,married,0,9367.0
2520,45,Others,single,0,2067.0
2521,36,Others,single,0,376.0
2522,40,Others,single,0,842.0
2523,49,Others,married,0,1235.0
2524,49,Others,married,0,1.0
2525,37,Others,married,0,1276.0
2526,46,Others,single,0,44.0
2527,26,admin.,single,0,255.0
2528,47,Others,married,0,926.0
2529,36,Others,married,0,1506.0
2530,37,Others,single,0,444.0
2531,40,Others,married,0,557.0
2532,26,Others,single,0,535.0
2533,45,Others,married,0,2671.0
2534,40,Others,married,0,896.0
2535,25,Others,single,0,528.0
2536,40,Others,married,0,209.0
2537,44,Others,married,0,226.0
2538,33,Others,single,0,1974.0
2539,39,Others,married,0,942.0
2540,46,Others,married,0,336.0
2541,42,admin.,married,0,-306.0
2542,40,Others,married,0,4623.0
2543,40,Others,married,0,276.0
2544,40,Others,married,0,0.0
2545,36,Others,single,0,1189.0
2546,35,Others,single,0,431.0
2547,50,Others,married,0,2218.0
2548,40,Others,married,0,1495.0
2549,26,Others,single,0,828.0
2550,40,Others,married,0,12972.0
2551,22,Others,single,0,948.0
2552,30,Others,single,0,48.0
2553,34,Others,married,0,0.0
2554,31,Others,married,0,537.0
2555,40,Others,married,0,1938.0
2556,49,Others,single,0,9131.0
2558,43,admin.,married,0,132.0
2559,25,Others,single,0,3411.0
2561,44,admin.,married,0,10905.0
2562,42,Others,married,0,976.0
2563,29,Others,single,0,2531.0
2564,32,Others,married,0,1270.0
2565,30,Others,single,0,5359.0
2566,38,Others,married,0,10596.0
2567,22,Others,single,0,691.0
2568,25,Others,single,0,347.0
2569,34,Others,single,0,9962.0
2570,27,Others,single,0,11862.0
2571,35,Others,single,0,1756.0
2572,45,Others,married,0,4068.0
2573,42,Others,married,0,5310.0
2574,20,Others,single,0,215.0
2575,40,admin.,married,0,106.0
2576,47,Others,married,0,0.0
2577,25,Others,single,0,469.0
2578,40,Others,married,0,2326.0
2579,50,Others,married,0,3370.0
2580,22,Others,single,0,144.0
2581,43,admin.,single,0,733.0
2584,28,Others,married,0,61.0
2585,40,Others,married,0,1047.0
2586,29,Others,single,0,265.0
2587,40,Others,married,0,117.0
2588,48,Others,married,0,5473.0
2589,37,Others,married,0,106.0
2590,37,Others,married,0,127.0
2591,40,Others,married,0,380.0
2592,40,Others,married,0,0.0
2593,36,Others,married,0,255.0
2594,43,Others,married,0,2145.0
2595,40,Others,married,0,91.0
2596,40,Others,married,0,1853.0
2597,40,Others,single,0,11262.0
2599,40,Others,married,0,1129.0
2600,40,Others,married,0,108.0
2601,43,Others,single,0,1696.0
2603,28,Others,single,0,223.0
2604,36,Others,single,0,40.0
2605,40,Others,married,0,2048.0
2606,33,Others,single,0,3689.0
2607,36,Others,single,0,539.0
2608,29,Others,single,0,590.0
2609,40,Others,married,0,780.0
2610,34,Others,married,0,1464.0
2611,29,Others,single,0,1311.0
2612,30,Others,married,0,7.0
2613,32,Others,married,0,636.0
2614,39,Others,single,0,24277.0
2616,36,Others,single,0,490.0
2617,27,Others,single,0,118.0
2618,45,Others,married,0,4119.0
2619,40,Others,married,0,1504.0
2620,40,Others,married,0,2087.0
2621,49,Others,single,0,5689.0
2622,30,Others,married,0,201.0
2623,39,Others,married,0,119.0
2625,36,Others,married,0,1113.0
2626,27,admin.,married,0,1596.0
2627,40,Others,married,0,2635.0
2628,48,Others,married,0,568.0
2629,40,Others,married,0,2626.0
2630,40,Others,married,0,4752.0
2631,34,Others,single,0,528.0
2632,46,admin.,married,0,2552.0
2633,31,Others,single,0,3343.0
2634,32,admin.,married,0,995.0
2635,40,Others,single,0,7968.0
2636,30,admin.,single,0,0.0
2637,40,Others,married,0,2587.0
2639,40,admin.,single,0,4744.0
2640,26,Others,single,0,1231.0
2641,40,Others,married,0,3443.0
2642,30,admin.,single,0,2568.0
2643,40,Others,married,0,1644.0
2644,36,Others,married,0,1354.0
2645,40,admin.,married,0,602.0
2646,40,Others,married,0,1795.0
2647,40,Others,married,0,0.0
2648,34,Others,single,0,268.0
2649,36,Others,married,0,52.0
2650,31,Others,single,0,924.0
2651,47,Others,single,0,3033.0
2652,50,admin.,married,0,6574.0
2654,18,Others,single,0,108.0
2655,33,Others,married,0,409.0
2656,24,Others,single,0,726.0
2657,25,admin.,single,0,1871.0
2658,26,Others,single,0,1094.0
2659,32,Others,single,0,2915.0
2660,25,Others,single,0,480.0
2661,40,Others,married,0,1227.0
2662,42,Others,married,0,1205.0
2663,30,Others,single,0,161.0
2665,40,Others,married,0,723.0
2666,40,Others,married,0,6538.0
2667,30,Others,single,0,147.0
2668,40,Others,married,0,0.0
2669,40,Others,married,0,1416.0
2670,40,Others,married,0,14220.0
2671,31,Others,single,0,12569.0
2672,32,admin.,single,0,555.0
2673,34,Others,married,0,158.0
2674,28,admin.,single,0,261.0
2675,45,Others,married,0,786.0
2676,40,Others,married,0,27.0
2677,38,Others,single,0,0.0
2678,40,admin.,single,0,2815.0
2679,42,Others,married,0,3082.0
2680,47,Others,married,0,1233.0
2681,40,Others,married,0,739.0
2682,46,Others,married,0,640.0
2683,40,Others,married,0,1843.0
2684,28,Others,single,0,322.0
2685,46,Others,married,0,7331.0
2686,40,Others,married,0,1765.0
2689,40,Others,married,0,934.0
2692,40,admin.,married,0,4775.0
2693,40,Others,married,0,3109.0
2694,50,Others,married,0,388.0
2695,34,Others,married,0,262.0
2696,40,Others,married,0,654.0
2697,32,Others,single,0,1855.0
2700,26,Others,single,0,362.0
2701,40,Others,married,0,1293.0
2702,29,Others,single,0,874.0
2703,40,Others,married,0,10943.0
2704,38,Others,married,0,4539.0
2705,46,Others,married,0,2817.0
2706,26,Others,single,0,1646.0
2707,25,Others,single,0,808.0
2708,40,Others,married,0,44.0
2709,40,Others,married,0,425.0
2711,45,Others,married,0,10252.0
2712,37,admin.,single,0,1000.0
2714,27,Others,single,0,20585.0
2715,47,admin.,married,0,2601.0
2718,40,Others,married,0,3371.0
2719,40,Others,married,0,10583.0
2720,34,Others,married,0,16.0
2721,40,Others,married,0,1451.0
2722,40,Others,married,0,0.0
2723,26,Others,single,0,132.0
2724,37,Others,married,0,189.0
2725,47,Others,married,0,288.0
2726,37,Others,single,0,1027.0
2727,28,Others,single,0,6784.0
2728,40,Others,married,0,1464.0
2729,40,Others,married,0,8295.0
2730,40,Others,married,0,2917.0
2731,30,Others,single,0,158.0
2732,40,Others,married,0,1588.0
2733,44,Others,married,0,282.0
2734,33,Others,single,0,5437.0
2735,25,admin.,single,0,1185.0
2736,40,Others,married,0,895.0
2737,24,Others,single,0,1857.0
2738,36,Others,married,0,4596.0
2739,40,Others,married,0,565.0
2740,33,Others,single,0,1781.0
2741,27,admin.,married,0,3415.0
2743,40,Others,married,0,12.0
2744,25,Others,single,0,139.0
2745,21,Others,single,0,2488.0
2749,48,Others,married,0,1093.0
2750,35,Others,single,0,2646.0
2752,35,Others,single,0,670.0
2754,40,Others,single,0,1965.0
2755,50,Others,married,0,313.0
2756,40,Others,married,0,40.0
2757,40,Others,married,0,4198.0
2758,30,Others,single,0,536.0
2759,40,Others,married,0,1311.0
2760,26,admin.,single,0,766.0
2761,43,Others,married,0,2557.0
2762,40,Others,single,0,79.0
2763,40,Others,married,0,1318.0
2764,40,Others,married,0,3771.0
2765,40,Others,married,0,0.0
2766,31,Others,married,0,6138.0
2767,22,Others,single,0,129.0
2768,50,Others,married,0,469.0
2769,27,Others,married,0,893.0
2770,40,Others,married,0,519.0
2771,37,Others,married,0,4017.0
2772,44,Others,single,0,643.0
2773,40,Others,married,0,2338.0
2774,40,Others,married,0,0.0
2776,47,Others,married,0,820.0
2777,47,Others,single,0,1784.0
2779,30,Others,single,0,7529.0
2780,39,Others,married,0,206.0
2781,40,Others,married,0,1388.0
2782,40,Others,married,0,1807.0
2783,36,Others,married,0,480.0
2784,40,Others,married,0,571.0
2785,40,Others,married,0,3994.0
2786,46,admin.,single,0,1693.0
2787,28,Others,single,0,80.0
2788,40,Others,married,0,267.0
2789,40,Others,married,0,2581.0
2790,27,Others,single,0,1134.0
2792,33,Others,single,0,6807.0
2794,40,Others,married,0,375.0
2795,33,Others,single,0,658.0
2796,40,Others,married,0,371.0
2798,19,Others,single,0,329.0
2799,33,admin.,married,0,79.0
2801,31,Others,single,0,6281.0
2802,40,Others,married,0,775.0
2803,30,Others,single,0,411.0
2804,40,Others,single,0,2144.0
2805,41,Others,single,0,431.0
2806,29,Others,married,0,123.0
2807,27,Others,single,0,3792.0
2808,40,Others,married,0,4807.0
2809,40,Others,married,0,8603.0
2810,29,Others,single,0,2178.0
2811,40,Others,married,0,2991.0
2812,38,Others,married,0,4174.0
2813,40,Others,married,0,10925.0
2815,43,Others,married,0,14646.0
2816,40,Others,married,0,86.0
2817,43,Others,single,0,11115.0
2818,40,Others,married,0,6900.0
2819,33,Others,married,0,5878.0
2820,40,Others,married,0,1780.0
2821,35,Others,single,0,183.0
2822,40,Others,married,0,3648.0
2823,40,Others,married,0,4112.0
2824,40,Others,married,0,542.0
2825,40,Others,married,0,243.0
2826,41,Others,single,0,942.0
2827,40,Others,married,0,254.0
2828,28,Others,single,0,0.0
2829,38,Others,single,0,0.0
2830,40,Others,married,0,992.0
2831,22,Others,single,0,23.0
2832,40,Others,married,0,732.0
2833,40,admin.,married,0,4629.0
2834,40,Others,married,0,0.0
2836,44,Others,single,0,5063.0
2838,36,Others,single,0,129.0
2839,40,Others,married,0,4984.0
2840,40,Others,married,0,1004.0
2841,40,Others,married,0,4787.0
2842,30,admin.,single,0,914.0
2843,40,Others,married,0,2326.0
2844,31,Others,married,0,81.0
2845,36,Others,married,0,203.0
2846,40,Others,married,0,3951.0
2847,40,Others,married,0,240.0
2848,26,admin.,single,0,338.0
2849,40,Others,single,0,0.0
2850,40,Others,married,0,0.0
2851,30,Others,married,0,944.0
2852,40,Others,married,0,5.0
2853,30,Others,single,0,697.0
2854,40,Others,married,0,1948.0
2855,50,Others,married,0,3654.0
2856,47,Others,single,0,551.0
2857,40,Others,married,0,997.0
2858,40,Others,married,0,477.0
2859,47,Others,married,0,3663.0
2860,30,Others,single,0,853.0
2861,21,Others,single,0,8278.0
2862,40,Others,married,0,7458.0
2863,26,Others,single,0,44.0
2864,36,Others,married,0,1193.0
2865,40,Others,married,0,230.0
2866,40,Others,married,0,8729.0
2867,40,Others,married,0,2384.0
2868,40,Others,married,0,3401.0
2869,41,Others,married,0,881.0
2870,22,Others,single,0,1522.0
2872,40,Others,married,0,473.0
2873,35,Others,single,0,5462.0
2874,40,Others,married,0,4412.0
2875,29,Others,single,0,10332.0
2876,48,Others,married,0,0.0
2877,37,Others,married,0,238.0
2878,36,Others,single,0,62.0
2879,40,admin.,single,0,2398.0
2881,36,Others,married,0,506.0
2882,40,Others,married,0,2352.0
2883,29,Others,single,0,938.0
2884,27,Others,single,0,1720.0
2885,40,Others,married,0,1492.0
2886,34,Others,married,0,1778.0
2887,40,Others,married,0,0.0
2888,40,Others,married,0,942.0
2889,24,Others,married,0,556.0
2890,40,admin.,married,0,10541.0
2891,33,Others,married,0,1536.0
2892,24,Others,single,0,235.0
2893,32,Others,single,0,935.0
2894,40,Others,married,0,10861.0
2895,40,Others,married,0,2331.0
2896,35,Others,single,0,1228.0
2897,24,Others,single,0,125.0
2898,42,Others,married,0,2816.0
2899,40,Others,married,0,0.0
2900,33,Others,married,0,22867.0
2902,40,Others,married,0,94.0
2903,47,admin.,married,0,0.0
2904,49,Others,married,0,3371.0
2905,26,Others,single,0,943.0
2906,40,Others,married,0,9366.0
2907,32,Others,single,0,6746.0
2908,33,Others,married,0,1076.0
2909,35,Others,married,0,0.0
2910,40,Others,married,0,1624.0
2911,20,Others,single,0,801.0
2913,21,Others,single,0,123.0
2914,36,Others,single,0,3623.0
2915,31,Others,single,0,533.0
2916,42,Others,married,0,994.0
2917,33,Others,married,0,386.0
2918,29,Others,single,0,1026.0
2919,30,Others,single,0,2424.0
2920,32,Others,married,0,1331.0
2921,40,Others,married,0,2206.0
2923,47,Others,married,0,4693.0
2924,48,Others,married,0,1230.0
2926,38,admin.,married,0,1767.0
2927,27,Others,single,0,5291.0
2928,43,Others,single,0,3403.0
2929,33,Others,married,0,133.0
2930,27,admin.,single,0,4745.0
2931,40,Others,married,0,3324.0
2932,40,Others,married,0,5220.0
2933,40,Others,married,0,2600.0
2934,39,admin.,married,0,260.0
2935,18,Others,single,0,608.0
2938,40,Others,married,0,1146.0
2939,31,Others,single,0,181.0
2940,40,Others,married,0,3114.0
2941,36,Others,single,0,376.0
2942,40,Others,married,0,9367.0
2943,24,Others,single,0,382.0
2944,33,admin.,married,0,920.0
2945,34,Others,single,0,129.0
2946,40,admin.,married,0,169.0
2947,40,Others,married,0,679.0
2948,27,Others,single,0,535.0
2949,40,Others,married,0,3115.0
2950,23,Others,single,0,1234.0
2951,37,Others,single,0,197.0
2952,43,Others,married,0,3186.0
2953,35,Others,married,0,3160.0
2954,33,Others,married,0,195.0
2955,40,Others,married,0,6027.0
2956,40,admin.,married,0,764.0
2957,40,Others,married,0,583.0
2959,40,Others,married,0,5715.0
2960,40,Others,married,0,1204.0
2961,35,Others,married,0,4922.0
2962,40,Others,married,0,234.0
2963,31,Others,single,0,9421.0
2964,31,admin.,single,0,4198.0
2965,38,Others,married,0,3576.0
2966,28,Others,single,0,1925.0
2967,40,Others,married,0,1129.0
2968,29,admin.,single,0,265.0
2969,46,Others,married,0,38.0
2970,40,Others,married,0,1982.0
2971,40,Others,married,0,3399.0
2972,22,Others,single,0,691.0
2973,28,admin.,married,0,330.0
2974,31,Others,married,0,318.0
2975,26,Others,single,0,644.0
2977,29,Others,single,0,1165.0
2979,40,Others,married,0,2820.0
2980,48,Others,married,0,1147.0
2981,40,Others,married,0,980.0
2982,39,Others,married,0,2983.0
2983,28,Others,single,0,339.0
2984,40,Others,married,0,1940.0
2985,29,Others,single,0,1445.0
2986,26,Others,single,0,294.0
2987,49,Others,married,0,5887.0
2988,43,Others,single,0,11891.0
2989,28,Others,single,0,78.0
2990,44,admin.,single,0,733.0
2992,39,Others,married,0,481.0
2993,29,Others,single,0,314.0
2994,31,Others,married,0,684.0
2995,30,Others,single,0,1681.0
2996,50,admin.,married,0,10250.0
2997,42,Others,married,0,254.0
2998,37,admin.,married,0,0.0
2999,49,Others,married,0,307.0
3000,40,Others,married,0,957.0
3001,40,Others,married,0,155.0
3002,40,Others,single,0,614.0
3003,40,Others,married,0,426.0
3004,40,Others,married,0,8304.0
3005,36,Others,married,0,4721.0
3006,49,Others,married,0,395.0
3007,40,Others,married,0,3588.0
3008,40,Others,married,0,2540.0
3010,47,Others,single,0,4402.0
3011,40,Others,married,0,256.0
3012,40,Others,married,0,43.0
3013,40,Others,married,0,3856.0
3014,40,Others,married,0,3025.0
3015,30,Others,married,0,2326.0
3016,36,Others,married,0,925.0
3017,40,Others,married,0,1961.0
3018,34,Others,married,0,2037.0
3019,29,Others,single,0,459.0
3020,29,Others,single,0,572.0
3022,40,Others,married,0,5313.0
3023,40,Others,married,0,1533.0
3024,34,Others,married,0,1337.0
3026,40,Others,married,0,1230.0
3027,27,Others,single,0,538.0
3028,50,Others,married,0,5108.0
3030,50,Others,married,0,320.0
3031,32,admin.,single,0,131.0
3032,40,Others,married,0,2074.0
3033,40,Others,married,0,1443.0
3034,31,Others,married,0,3338.0
3035,40,Others,married,0,661.0
3037,40,admin.,married,0,3735.0
3038,35,Others,single,0,538.0
3039,40,Others,married,0,4657.0
3040,30,Others,married,0,5.0
3042,33,Others,married,0,1808.0
3043,40,Others,married,0,81204.0
3044,43,Others,married,0,3518.0
3045,39,Others,single,0,25.0
3046,25,Others,married,0,2551.0
3047,38,admin.,married,0,11303.0
3048,44,Others,married,0,2724.0
3049,20,Others,single,0,755.0
3050,32,Others,single,0,718.0
3051,23,Others,single,0,870.0
3052,35,Others,married,0,978.0
3053,40,Others,married,0,544.0
3055,40,Others,married,0,2795.0
3056,25,Others,single,0,139.0
3057,40,Others,married,0,1044.0
3058,40,admin.,married,0,1633.0
3059,33,Others,married,0,6513.0
3060,40,Others,married,0,1388.0
3061,34,Others,single,0,15.0
3062,31,Others,single,0,2544.0
3063,25,Others,single,0,2007.0
3064,30,Others,married,0,2166.0
3065,28,Others,single,0,4579.0
